Country,Year,Gender,State Name,Type Of Area,Status Of Employment,"Percentage Distribution Of Workers (UOM:%(Percentage)), Scaling Factor:1"
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural,All self employed,44.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural,Casual labour,34.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural,Regular wage/salary,21.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural,Self-Employed helper in hoursehold enterprise,9.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural,"Self-Employed own account worker, employer",34.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural + Urban,All self employed,43.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural + Urban,Casual labour,25.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural + Urban,Regular wage/salary,30.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural + Urban,Self-Employed helper in hoursehold enterprise,8.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural + Urban,"Self-Employed own account worker, employer",35.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Urban,All self employed,43.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Urban,Casual labour,11.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Urban,Regular wage/salary,44.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Urban,Self-Employed helper in hoursehold enterprise,7.1
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Urban,"Self-Employed own account worker, employer",36.1
India,"Agriculture Year (Jul - Jun), 2020",Persons,Punjab,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural,All self employed,75.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural,Casual labour,15.1
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural,Regular wage/salary,9.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural,Self-Employed helper in hoursehold enterprise,33.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural,"Self-Employed own account worker, employer",41.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural + Urban,All self employed,70.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural + Urban,Casual labour,14.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural + Urban,Regular wage/salary,14.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural + Urban,Self-Employed helper in hoursehold enterprise,29.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural + Urban,"Self-Employed own account worker, employer",41.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Urban,All self employed,48.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Urban,Casual labour,9.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Urban,Regular wage/salary,41.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Urban,Self-Employed helper in hoursehold enterprise,10.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Urban,"Self-Employed own account worker, employer",38.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Rajasthan,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural,All self employed,65.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural,Casual labour,6.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural,Regular wage/salary,28.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural,Self-Employed helper in hoursehold enterprise,21.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural,"Self-Employed own account worker, employer",43.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural + Urban,All self employed,60.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural + Urban,Casual labour,6.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural + Urban,Regular wage/salary,33.1
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural + Urban,Self-Employed helper in hoursehold enterprise,19.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural + Urban,"Self-Employed own account worker, employer",41.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Urban,All self employed,42.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Urban,Casual labour,7.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Urban,Regular wage/salary,49.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Urban,Self-Employed helper in hoursehold enterprise,11.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Urban,"Self-Employed own account worker, employer",31.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Sikkim,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural,All self employed,36.1
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural,Casual labour,44.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural,Regular wage/salary,19.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural,Self-Employed helper in hoursehold enterprise,8.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural,"Self-Employed own account worker, employer",27.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural + Urban,All self employed,33.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural + Urban,Casual labour,34.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural + Urban,Regular wage/salary,31.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural + Urban,Self-Employed helper in hoursehold enterprise,7.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural + Urban,"Self-Employed own account worker, employer",26.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Urban,All self employed,30.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Urban,Casual labour,21.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Urban,Regular wage/salary,48.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Urban,Self-Employed helper in hoursehold enterprise,5.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Urban,"Self-Employed own account worker, employer",25.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tamilnadu,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural,All self employed,65.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural,Casual labour,23.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural,Regular wage/salary,10.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural,Self-Employed helper in hoursehold enterprise,24.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural,"Self-Employed own account worker, employer",40.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural + Urban,All self employed,54.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural + Urban,Casual labour,21.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural + Urban,Regular wage/salary,24.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural + Urban,Self-Employed helper in hoursehold enterprise,18.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural + Urban,"Self-Employed own account worker, employer",36.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Urban,All self employed,33.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Urban,Casual labour,15.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Urban,Regular wage/salary,51.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Urban,Self-Employed helper in hoursehold enterprise,5.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Urban,"Self-Employed own account worker, employer",27.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Telangana,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural,All self employed,58.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural,Casual labour,29.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural,Regular wage/salary,11.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural,Self-Employed helper in hoursehold enterprise,9.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural,"Self-Employed own account worker, employer",49.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural + Urban,All self employed,55.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural + Urban,Casual labour,28.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural + Urban,Regular wage/salary,15.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural + Urban,Self-Employed helper in hoursehold enterprise,8.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural + Urban,"Self-Employed own account worker, employer",47.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Urban,All self employed,42.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Urban,Casual labour,20.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Urban,Regular wage/salary,36.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Urban,Self-Employed helper in hoursehold enterprise,4.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Urban,"Self-Employed own account worker, employer",37.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Tripura,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural,All self employed,74.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural,Casual labour,17.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural,Regular wage/salary,7.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural,Self-Employed helper in hoursehold enterprise,26.1
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural,"Self-Employed own account worker, employer",48.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural + Urban,All self employed,70.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural + Urban,Casual labour,16.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural + Urban,Regular wage/salary,13.1
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural + Urban,Self-Employed helper in hoursehold enterprise,23.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural + Urban,"Self-Employed own account worker, employer",47.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Urban,All self employed,50.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Urban,Casual labour,11.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Urban,Regular wage/salary,38.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Urban,Self-Employed helper in hoursehold enterprise,9.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Urban,"Self-Employed own account worker, employer",40.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttar Pradesh,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural,All self employed,70.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural,Casual labour,12.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural,Regular wage/salary,17.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural,Self-Employed helper in hoursehold enterprise,19.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural,"Self-Employed own account worker, employer",50.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural + Urban,All self employed,61.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural + Urban,Casual labour,12.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural + Urban,Regular wage/salary,26.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural + Urban,Self-Employed helper in hoursehold enterprise,15.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural + Urban,"Self-Employed own account worker, employer",45.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Urban,All self employed,35.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Urban,Casual labour,11.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Urban,Regular wage/salary,53.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Urban,Self-Employed helper in hoursehold enterprise,4.7
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Urban,"Self-Employed own account worker, employer",30.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,Uttarakhand,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural,All self employed,52.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural,Casual labour,33.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural,Regular wage/salary,14.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural,Self-Employed helper in hoursehold enterprise,10.2
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural,"Self-Employed own account worker, employer",41.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural + Urban,All self employed,49.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural + Urban,Casual labour,28.9
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural + Urban,Regular wage/salary,21.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural + Urban,Self-Employed helper in hoursehold enterprise,8.6
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural + Urban,"Self-Employed own account worker, employer",41.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Urban,All self employed,44.1
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Urban,Casual labour,16.5
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Urban,Regular wage/salary,39.4
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Urban,Self-Employed helper in hoursehold enterprise,4.3
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Urban,"Self-Employed own account worker, employer",39.8
India,"Agriculture Year (Jul - Jun), 2020",Persons,West Bengal,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural,All self employed,63.0
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural,Casual labour,27.5
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural,Regular wage/salary,9.5
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural,Self-Employed helper in hoursehold enterprise,42.3
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural,"Self-Employed own account worker, employer",20.6
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural + Urban,All self employed,56.3
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural + Urban,Casual labour,23.7
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural + Urban,Regular wage/salary,20.0
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural + Urban,Self-Employed helper in hoursehold enterprise,35.0
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural + Urban,"Self-Employed own account worker, employer",21.3
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Urban,All self employed,34.6
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Urban,Casual labour,11.1
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Urban,Regular wage/salary,54.2
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Urban,Self-Employed helper in hoursehold enterprise,11.1
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Urban,"Self-Employed own account worker, employer",23.5
India,"Agriculture Year (Jul - Jun), 2019",Female,All India,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural,All self employed,21.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural,Casual labour,16.3
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural,Regular wage/salary,62.6
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural,Self-Employed helper in hoursehold enterprise,10.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural,"Self-Employed own account worker, employer",10.3
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural + Urban,All self employed,19.9
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural + Urban,Casual labour,11.8
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural + Urban,Regular wage/salary,68.3
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural + Urban,Self-Employed helper in hoursehold enterprise,7.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural + Urban,"Self-Employed own account worker, employer",12.2
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Urban,All self employed,18.2
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Urban,Casual labour,4.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Urban,Regular wage/salary,77.2
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Urban,Self-Employed helper in hoursehold enterprise,2.9
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Urban,"Self-Employed own account worker, employer",15.2
India,"Agriculture Year (Jul - Jun), 2019",Female,Andaman and Nicobar Islands,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural,All self employed,39.9
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural,Casual labour,51.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural,Regular wage/salary,8.5
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural,Self-Employed helper in hoursehold enterprise,26.2
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural,"Self-Employed own account worker, employer",13.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural + Urban,All self employed,39.4
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural + Urban,Casual labour,44.1
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural + Urban,Regular wage/salary,16.5
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural + Urban,Self-Employed helper in hoursehold enterprise,23.3
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural + Urban,"Self-Employed own account worker, employer",16.1
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Urban,All self employed,38.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Urban,Casual labour,17.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Urban,Regular wage/salary,44.3
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Urban,Self-Employed helper in hoursehold enterprise,13.4
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Urban,"Self-Employed own account worker, employer",24.6
India,"Agriculture Year (Jul - Jun), 2019",Female,Andhra Pradesh,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural,All self employed,75.6
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural,Casual labour,3.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural,Regular wage/salary,21.4
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural,Self-Employed helper in hoursehold enterprise,33.9
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural,"Self-Employed own account worker, employer",41.6
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural + Urban,All self employed,68.8
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural + Urban,Casual labour,2.8
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural + Urban,Regular wage/salary,28.4
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural + Urban,Self-Employed helper in hoursehold enterprise,29.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural + Urban,"Self-Employed own account worker, employer",39.1
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Urban,All self employed,26.5
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Urban,Casual labour,1.2
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Urban,Regular wage/salary,72.2
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Urban,Self-Employed helper in hoursehold enterprise,3.1
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Urban,"Self-Employed own account worker, employer",23.4
India,"Agriculture Year (Jul - Jun), 2019",Female,Arunachal Pradesh,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural,All self employed,29.5
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural,Casual labour,21.8
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural,Regular wage/salary,48.8
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural,Self-Employed helper in hoursehold enterprise,12.6
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural,"Self-Employed own account worker, employer",16.9
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural + Urban,All self employed,30.3
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural + Urban,Casual labour,19.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural + Urban,Regular wage/salary,50.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural + Urban,Self-Employed helper in hoursehold enterprise,11.4
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural + Urban,"Self-Employed own account worker, employer",18.9
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Urban,All self employed,35.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Urban,Casual labour,6.6
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Urban,Regular wage/salary,57.6
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Urban,Self-Employed helper in hoursehold enterprise,4.4
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Urban,"Self-Employed own account worker, employer",31.4
India,"Agriculture Year (Jul - Jun), 2019",Female,Assam,Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural,All self employed,51.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural,Casual labour,39.5
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural,Regular wage/salary,8.8
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural,Self-Employed helper in hoursehold enterprise,25.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural,"Self-Employed own account worker, employer",26.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural + Urban,All self employed,51.2
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural + Urban,Casual labour,36.7
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural + Urban,Regular wage/salary,12.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural + Urban,Self-Employed helper in hoursehold enterprise,24.1
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural + Urban,"Self-Employed own account worker, employer",27.1
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Rural + Urban,all,100.0
India,"Agriculture Year (Jul - Jun), 2019",Female,Bihar,Urban,All self employed,46.4
